url,year,make,model,miles,price,trade_type,location,post_time,title,author,author_link,scraping_time_R
https://www.chineseinla.com/f/page_viewtopic/t_2870548.html,2021,丰田,普锐斯 高配,"100,000 mi",-,租车,洛杉矶,2025-03-12 11:55:00,2021年丰田普锐斯高配一万多出,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-13 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2870545.html,2016,马自达,马自达6,"130,000 mi","$6,000 ",租车,洛杉矶,2025-03-12 11:50:00,价格不过万的代步好车马自达6,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-13 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2870634.html,2020,丰田,普锐斯 混动,"90,000 mi",-,租车,洛杉矶,2025-03-12 13:12:00,一万多的2020丰田普锐斯,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-13 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2870635.html,2021,本田,PILOT EXL,"110,000 mi",-,租车,洛杉矶,2025-03-12 13:12:00,2021本田飞行员 八座SUV,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-13 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2870651.html,2017,道奇,道奇MPV 七座 高配,"60,000~100,000 mi","$9,200 ",卖车,洛杉矶,2025-03-12 13:34:00,2017 自家用车道奇MPV七座,yitianyitian,https://www.chineseinla.com/user/id_2606408.html,2025-03-13 07:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2870727.html,2017,道奇,道奇MPV七座 高配皮座椅DVD导航,"60,000~100,000 mi","$9,200 ",卖车,洛杉矶,2025-03-12 15:48:00,2017 自家用车道奇MPV七座,yitianyitian,https://www.chineseinla.com/user/id_2606408.html,2025-03-14 13:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2634104.html,2016,Volvo,XC 60,"70,000 mi","$12,990 ",卖车,洛杉矶,2020-01-01 00:00:00,急卖特低价Volvo XC 60,we916we大卫,https://www.chineseinla.com/user/id_352239.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2840756.html,2010,丰田,普锐斯 油电混动,"100,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2010丰田普锐斯,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-12 19:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2866425.html,-,马自达,马自达3,"146,091 mi",-,卖车,洛杉矶,2025-03-06 17:41:00,马自达3 白色,stt不在意,https://www.chineseinla.com/user/id_2598658.html,2025-03-16 20:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2770943.html,2013,丰田,Toyota Tundra 5.7排量、6人座8V，8尺车箱,"100,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,出售或出租丰田坦途5.7排量8尺车箱6人座出租24年丰田RAV4SUV,快捷moving,https://www.chineseinla.com/user/id_238531.html,2025-03-12 17:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868700.html,2022,奔驰,奔驰GLE350,"30,000~60,000 mi",-,卖车,洛杉矶,2025-03-09 16:20:00,顶配奔驰2022年GLE350出售,Amyl,https://www.chineseinla.com/user/id_264546.html,2025-03-12 18:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869410.html,2013,宝马,BMW 328i,-,"$9,500 ",卖车,洛杉矶,2025-03-10 17:12:00,换车出售自用宝马328i,xdr,https://www.chineseinla.com/user/id_267900.html,2025-03-12 11:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869392.html,2013,大众,大众CC,"180,000 mi","$3,000 ",卖车,洛杉矶,2025-03-10 16:41:00,出售自用大众CC,小勇,https://www.chineseinla.com/user/id_2522290.html,2025-03-12 11:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2860990.html,2016,奔驰,GLC,"100,000 mi","$13,500 ",卖车,洛杉矶,2025-02-25 07:37:00,2016奔驰GLC 11万迈,renhua22,https://www.chineseinla.com/user/id_2601036.html,2025-03-12 11:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2864700.html,2017,丰田,凯美瑞SE,-,-,卖车,洛杉矶,2025-03-03 10:30:00,17年凯美瑞Se,carrielv,https://www.chineseinla.com/user/id_2445746.html,2025-03-12 11:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2828959.html,-,五十铃,日本五十铃货车,"100,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,出售五十铃货车,xxnh88,https://www.chineseinla.com/user/id_555333.html,2025-03-12 10:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2843297.html,2018,雷克萨斯,RX450H 油电混合,"80,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2018 雷克萨斯RX450H 油混SUV,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-12 10:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2864326.html,2009,丰田,Camry 混动车,-,"$4,500 ",卖车,洛杉矶,2025-03-03 17:04:00,09年油电混动凯美瑞,7399Kerrrrrrrrrr,https://www.chineseinla.com/user/id_1714814.html,2025-03-12 08:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2860415.html,2013,宝马,740,"60,000~100,000 mi","$6,000 ",卖车,洛杉矶,2025-02-24 09:41:00,宝马740,3087Andrew,https://www.chineseinla.com/user/id_2561299.html,2025-03-12 08:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869286.html,2013,雷克萨斯,Lexus CT200h 油电混动,"60,000~100,000 mi",-,卖车,洛杉矶,2025-03-10 14:23:00,1万出点头 13年混动lexus ct200 省油 便宜 耐开,hahaha小鱼,https://www.chineseinla.com/user/id_2581938.html,2025-03-12 00:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869646.html,2015,福特,-,"220,000 mi","$3,000 ",卖车,洛杉矶,2025-03-11 06:16:00,福特小车3000便宜卖,精神,https://www.chineseinla.com/user/id_342861.html,2025-03-12 17:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869632.html,2022,丰田,Sienna XSE,-,"$40,500 ",租车,洛杉矶,2025-03-11 02:18:00,出售2022xse塞纳,7911Ｑ.,https://www.chineseinla.com/user/id_2596847.html,2025-03-12 17:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869607.html,-,奔驰,E350,-,"$6,000 ",卖车,洛杉矶,2025-03-11 00:00:00,卖车（宾驰）,Ann Hsu,https://www.chineseinla.com/user/id_416041.html,2025-03-12 16:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2869349.html,2012,丰田,Sienna 油电混动,"180,000 mi","$6,000 ",卖车,洛杉矶,2025-03-10 15:41:00,私人1手塞纳 12年 低价出,hahaha小鱼,https://www.chineseinla.com/user/id_2581938.html,2025-03-12 08:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869581.html,-,丰田,-,"30,000~60,000 mi","$3,000 ",租车,洛杉矶,2025-03-10 22:36:00,CARFAX汽车背景调查,2465苹果用户_wanwenxuan,https://www.chineseinla.com/user/id_2568808.html,2025-03-12 16:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2819593.html,2016,奔驰,GLC300,"80,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2016奔驰GCL300城市型SUV,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-13 14:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2869937.html,2021,特斯拉,Tesla Model Y 长续航，大轮毂行李架，高配,"50,000 mi",-,卖车,洛杉矶,2025-03-11 13:27:00,高达8000补贴 21年特斯拉modely 5万迈,hahaha小鱼,https://www.chineseinla.com/user/id_2581938.html,2025-03-12 10:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2870014.html,2021,本田,PILOT EXL,"110,000 mi",-,租车,洛杉矶,2025-03-11 15:20:00,2021本田飞行员 八座SUV,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-12 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2869124.html,2020,丰田,普锐斯 油电混动,"90,000 mi",-,卖车,洛杉矶,2025-03-10 11:16:00,出一台20年普锐斯 9万迈多迈 无任何事故 1字头,hahaha小鱼,https://www.chineseinla.com/user/id_2581938.html,2025-03-12 10:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2865007.html,2000,雪弗莱,ASTRO,-,"$3,000 ",卖车,洛杉矶,2025-03-04 17:30:00,低售2000年雪弗莱厢式货车,we869weangie,https://www.chineseinla.com/user/id_446051.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2857811.html,2004,丰田,Toyota Sienna LE,"170,000 mi","$4,200 ",卖车,洛杉矶,2025-02-20 16:27:00,"2004款 白色塞纳LE,低价出售！",alexbbgvip,https://www.chineseinla.com/user/id_2582773.html,2025-03-13 14:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869189.html,-,丰田,Sienna,"60,000~100,000 mi","$3,000 ",租车,洛杉矶,2025-03-10 12:26:00,出租丰田塞纳,4484LA空调销售安装维修服务,https://www.chineseinla.com/user/id_2508546.html,2025-03-11 19:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2868790.html,2021,丰田,Camry SE,-,-,卖车,洛杉矶,2025-03-09 19:36:00,2021 丰田 凯美瑞 SE Toyota Camry SE,7886啊哈,https://www.chineseinla.com/user/id_2605834.html,2025-03-11 17:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869201.html,2025,丰田,塞纳 XLE,-,-,卖车,洛杉矶,2025-03-10 12:37:00,"2025全新塞纳到店,随时提车",we亮仔,https://www.chineseinla.com/user/id_462038.html,2025-03-11 19:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2748154.html,2005,本田,Accord,"220,000 mi","$3,300 ",卖车,洛杉矶,2020-01-01 00:00:00,"私人卖车,本田雅阁神车,只要3500！",3038WE,https://www.chineseinla.com/user/id_2484912.html,2025-03-11 18:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869341.html,2021,马自达,马自达3,"90,000 mi",-,租车,洛杉矶,2025-03-10 15:33:00,2021年马自达3一万多,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-11 02:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869340.html,2015,本田,奥德赛,-,-,租车,洛杉矶,2025-03-10 15:31:00,本田奥德赛顶配1万出头,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-11 02:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869333.html,2013,丰田,Sienna,-,"$6,000 ",租车,洛杉矶,2025-03-10 15:23:00,便宜出万元代步丰田塞纳,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-11 01:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2838504.html,2020,尼桑,Sentra,"58,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2020尼桑SENTRA,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-11 09:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868861.html,2013,丰田,Prius,"60,000~100,000 mi","$6,000 ",卖车,洛杉矶,2025-03-09 21:56:00,6000多买2013年牛马神车普锐斯,利未,https://www.chineseinla.com/user/id_2598472.html,2025-03-11 13:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2868843.html,2012,尼桑,Altima,-,"$4,800 ",卖车,洛杉矶,2025-03-09 21:31:00,"2012 Altima好车出售,不到10万里程",2847银河的Emperor,https://www.chineseinla.com/user/id_2605848.html,2025-03-11 12:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2863626.html,2007,大众,大众途锐,"110,000 mi","$3,000 ",卖车,洛杉矶,2025-03-01 11:34:00,2007 德国大众途锐汽车转让,Niyusheng,https://www.chineseinla.com/user/id_161364.html,2025-03-11 12:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2847147.html,2005,丰田,tundra 8尺单排,-,"$2,350 ",卖车,洛杉矶,2020-01-01 00:00:00,8尺单排皮卡 2005年 Toyota tundra,8141头余装修,https://www.chineseinla.com/user/id_495580.html,2025-03-11 11:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2866250.html,2017,宝马,BMW X3,"70,000 mi",-,卖车,洛杉矶,2025-03-05 12:51:00,BMW X3 -2017,Apple5053,https://www.chineseinla.com/user/id_2458981.html,2025-03-11 10:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2868792.html,2020,Subaru,Crosstrek Premium AWD,"70,000 mi",-,卖车,洛杉矶,2025-03-09 19:43:00,卖车,漂泊的小舟,https://www.chineseinla.com/user/id_2604347.html,2025-03-11 12:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2828405.html,2019,丰田,塞纳限量款,"30,000~60,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,出手转让,SHIWEI1965,https://www.chineseinla.com/user/id_2542011.html,2025-03-11 15:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869084.html,2017,Freightliner,Cascadia,"990,000 mi","$18,000 ",卖车,洛杉矶,2025-03-10 10:43:00,2017 Freightliner cascadia 卡车打包出售,GreenBay,https://www.chineseinla.com/user/id_2413521.html,2025-03-11 17:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2869080.html,-,-,-,-,-,-,洛杉矶,2025-03-10 10:41:00,"买车险的可以联系我先免费报价,您做个对比",bohrtb,https://www.chineseinla.com/user/id_2605921.html,2025-03-11 17:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2869076.html,2015,丰田,Prius,"170,000 mi","$6,000 ",卖车,洛杉矶,2025-03-10 10:36:00,2015年外观很新的牛马神车普锐斯,利未,https://www.chineseinla.com/user/id_2598472.html,2025-03-11 17:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2841565.html,2014,丰田,凯美瑞 SE 油电混合,"110,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2014丰田凯美瑞SE 油电混合,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-11 17:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2865665.html,2015,本田,CRV LX,"120,000 mi",-,卖车,洛杉矶,2025-03-05 16:17:00,"2015年 本田 CRV,",lxin7379,https://www.chineseinla.com/user/id_2546556.html,2025-03-11 16:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2854220.html,2013,马自达,马自达5,"60,000 mi","$8,500 ",卖车,洛杉矶,2025-02-14 17:37:00,干净低迈minivan卖8500,tyzhong,https://www.chineseinla.com/user/id_174266.html,2025-03-13 13:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2859476.html,2016,尼桑,Pathfinder,"150,000 mi","$5,500 ",卖车,洛杉矶,2025-02-23 12:58:00,2016年尼桑大SUV-5500美元,murrite8989,https://www.chineseinla.com/user/id_2603031.html,2025-03-11 11:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2863593.html,2017,丰田,普锐斯 Hybrid,"70,000 mi",-,卖车,洛杉矶,2025-03-01 10:35:00,2017 丰田普锐斯,jackson1987,https://www.chineseinla.com/user/id_64985.html,2025-03-11 14:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2789377.html,2018,丰田,PRIUS,-,-,卖车,洛杉矶,2020-01-01 00:00:00,出售18年丰田普锐斯,5131靠谱DMV,https://www.chineseinla.com/user/id_674356.html,2025-03-11 15:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2866558.html,-,-,-,-,-,-,洛杉矶,2025-03-05 00:00:00,现金求购一辆车况好的代步用车,伊万1,https://www.chineseinla.com/user/id_2513686.html,2025-03-13 15:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2863581.html,2017,丰田,凯美瑞 SE,"140,000 mi",-,卖车,洛杉矶,2025-03-01 10:22:00,2017 丰田凯美瑞 SE,lacars,https://www.chineseinla.com/user/id_402831.html,2025-03-11 14:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869444.html,2015,丰田,普锐斯 Hybrid,"100,000 mi","$9,800 ",卖车,洛杉矶,2025-03-10 18:14:00,2015年丰田普锐斯prius $9800,angelawang821,https://www.chineseinla.com/user/id_97032.html,2025-03-12 12:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2857694.html,2009,丰田,丰田 VENZA,"100,000 mi","$6,000 ",租车,洛杉矶,2025-02-19 13:11:00,"2009年丰田 VENZA,旅行车,10万迈",zza98633,https://www.chineseinla.com/user/id_2461575.html,2025-03-13 09:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2858261.html,2009,奥迪,奥迪 Q7,"170,000 mi","$3,000 ",卖车,洛杉矶,2025-02-20 11:37:00,2009年 奥迪Q7,wweerr,https://www.chineseinla.com/user/id_2402008.html,2025-03-13 09:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2856936.html,2010,丰田,汉兰达,"93,000 mi","$6,000 ",租车,洛杉矶,2025-02-18 12:06:00,"2010年丰田汉兰达,大七座,9.3万",liut28072,https://www.chineseinla.com/user/id_2573014.html,2025-03-13 09:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2862426.html,2015,丰田,普锐斯 混动,"100,000 mi","$9,000 ",卖车,洛杉矶,2025-02-27 11:41:00,转让自己一手车2015年普锐斯 10万迈9千包过户税,hjjugj,https://www.chineseinla.com/user/id_2597233.html,2025-03-11 22:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869490.html,2013,本田,Civic EX,-,"$7,500 ",买车,洛杉矶,2025-03-10 19:50:00,个人2013 Honda Civic EX出售$7500,DWZhang,https://www.chineseinla.com/user/id_2581482.html,2025-03-12 00:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2857931.html,2016,丰田,Camry SE,"126,000 mi",-,卖车,洛杉矶,2025-02-20 19:48:00,2016 凯米瑞 车况好.价格实惠,viktortan,https://www.chineseinla.com/user/id_2490948.html,2025-03-12 13:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2869459.html,2004,马自达,马自达6,"170,000 mi","$3,000 ",卖车,洛杉矶,2025-03-10 18:41:00,"马自达,6",4799Jack Chen,https://www.chineseinla.com/user/id_1721356.html,2025-03-12 12:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2865065.html,2016,宝马,328i 后驱 高功率 2.0T,"100,000 mi","$8,300 ",卖车,洛杉矶,2025-03-04 18:59:00,16年宝马328i 10万迈 8300,elonCharles,https://www.chineseinla.com/user/id_2511043.html,2025-03-10 17:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2856919.html,2008,雷克萨斯,RX350,"160,000 mi","$6,800 ",卖车,洛杉矶,2025-02-18 11:51:00,2008年Lexus RX350 车况好 $6800,monkeyxl,https://www.chineseinla.com/user/id_68203.html,2025-03-10 16:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2863205.html,2010,奥迪,Q5,"180,000 mi","$6,000 ",卖车,洛杉矶,2025-03-01 14:27:00,白色奥迪Q5出售 个人一手车$,wendy,https://www.chineseinla.com/user/id_418599.html,2025-03-11 14:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868441.html,2022,彼得比尔特,peterbilt 337 28尺box,"70,000 mi",-,卖车,洛杉矶,2025-03-09 10:08:00,"急售2022 彼得比尔特,28尺货柜车出售",fzpllc,https://www.chineseinla.com/user/id_496205.html,2025-03-10 18:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868592.html,-,-,-,-,-,-,洛杉矶,2025-03-09 13:09:00,全美上门收购各种二手车,Luhu（auto）,https://www.chineseinla.com/user/id_2589419.html,2025-03-10 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2828572.html,2016,讴歌,MDX,-,"$17,000 ",卖车,洛杉矶,2020-01-01 00:00:00,2016 ACURA MDX 6.4万迈 17000,226阿杰,https://www.chineseinla.com/user/id_2477755.html,2025-03-10 19:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2868442.html,2014,丰田,凯美瑞 混动版,"60,000~100,000 mi","$6,000 ",卖车,洛杉矶,2025-03-09 10:08:00,7000多2014年高配混动版凯美瑞,利未,https://www.chineseinla.com/user/id_2598472.html,2025-03-10 18:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868327.html,-,-,-,-,-,-,洛杉矶,2025-03-08 22:56:00,"加州旧车换新车补贴还有！最高省钱$3万,错过不再有",8421梅老师｜9Ｇ公共政策咨询,https://www.chineseinla.com/user/id_2454403.html,2025-03-10 15:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2793014.html,-,-,-,-,-,-,洛杉矶,2020-01-01 00:00:00,Alhambra 4s店现车享受政府补贴超低活动 欢迎试驾体验,nowornever,https://www.chineseinla.com/user/id_46.html,2025-03-10 10:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2842690.html,2017,雷克萨斯,RX350,"80,000 mi",-,租车,洛杉矶,2020-01-01 00:00:00,2017 雷克萨斯 RX 350,winsonhe,https://www.chineseinla.com/user/id_2446950.html,2025-03-10 10:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2867964.html,2020,三菱,Outlander DWE SJAADAXLZ,"110,000 mi","$7,500 ",卖车,洛杉矶,2025-03-08 10:02:00,一手车低价出售,MAMINGZE,https://www.chineseinla.com/user/id_2605602.html,2025-03-10 10:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2852395.html,2017,丰田,凯美瑞,"70,000 mi",-,卖车,洛杉矶,2025-02-11 16:47:00,2017丰田凯美瑞转让,可可托海,https://www.chineseinla.com/user/id_2597468.html,2025-03-10 10:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2867918.html,2005,丰田,Camry Le,-,"$2,500 ",卖车,洛杉矶,2025-03-08 09:03:00,05年Toyota Camry Le 4 缸 车主自售,Qiangfang,https://www.chineseinla.com/user/id_2482743.html,2025-03-10 08:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2828118.html,-,本田,奥德赛,"100,000 mi","$5,550 ",租车,洛杉矶,2020-01-01 00:00:00,本田奥德赛5500直接开走超低价转让,885364pp6,https://www.chineseinla.com/user/id_2591359.html,2025-03-10 01:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2661572.html,2016,奔驰,GLE350豪华运动版,"88,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,奔驰车出售！,zlin168,https://www.chineseinla.com/user/id_2520310.html,2025-03-10 13:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2853300.html,2012,雷克萨斯,CT200 混合动力,"140,000 mi","$7,999 ",卖车,洛杉矶,2025-02-12 10:39:00,一手2012年雷克萨斯Ct200混合动力14万迈$7999,accgh,https://www.chineseinla.com/user/id_2548220.html,2025-03-10 10:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2868313.html,-,丰田,普锐斯 V 顶配,"150,000 mi","$7,900 ",卖车,洛杉矶,2025-03-08 21:48:00,"出12款顶配普锐斯V 无事故,15万迈",5804赵友友,https://www.chineseinla.com/user/id_2569109.html,2025-03-10 15:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2683293.html,2011,尼桑,VERSA,"60,000~100,000 mi","$3,000 ",卖车,洛杉矶,2020-01-01 00:00:00,2011年NISSAN VERSA,北美松爺,https://www.chineseinla.com/user/id_2522244.html,2025-03-10 14:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868263.html,2005,本田,本田思域 EX Sedan 4D,-,"$4,500 ",卖车,洛杉矶,2025-03-08 19:52:00,"2005 本田思域 EX - $4,500 (San Gabriel)",soh132,https://www.chineseinla.com/user/id_2600861.html,2025-03-10 07:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868252.html,2010,丰田,丰田卡罗拉LE,-,"$5,500 ",卖车,洛杉矶,2025-03-08 19:37:00,"2010 丰田卡罗拉LE - $5,500 (San Gabriel)",soh132,https://www.chineseinla.com/user/id_2600861.html,2025-03-10 07:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868226.html,2013,路虎,揽胜 顶配,"120,000 mi","$7,550 ",卖车,洛杉矶,2025-03-08 18:43:00,出售2013款路虎揽胜,LeeJordanCool,https://www.chineseinla.com/user/id_2571891.html,2025-03-10 15:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2840940.html,2018,尼桑,Sentra,"90,000 mi","$3,000 ",卖车,洛杉矶,2020-01-01 00:00:00,18年尼桑轩逸5900,刘晓晓003,https://www.chineseinla.com/user/id_2596225.html,2025-03-10 15:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2868194.html,2012,奔驰,GL450 4MATIC,-,"$6,000 ",卖车,洛杉矶,2025-03-08 17:19:00,2012 奔驰GL450 4MATIC!Clean Title! 感兴趣来,973093,https://www.chineseinla.com/user/id_2600715.html,2025-03-10 15:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2864165.html,2013,尼桑,-,"150,000 mi","$5,800 ",卖车,洛杉矶,2025-03-02 11:54:00,个人出售2013年尼桑 15万迈,zhaxiqi,https://www.chineseinla.com/user/id_2497555.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2819043.html,2011,丰田,Sienna,-,"$6,500 ",卖车,洛杉矶,2020-01-01 00:00:00,2011年丰田塞纳6500刀.只卖一周.一周后就不卖了.,二当家,https://www.chineseinla.com/user/id_2554132.html,2025-03-10 10:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2868137.html,-,本田,crv,"100,000 mi",-,卖车,洛杉矶,2025-03-08 15:12:00,本田crv省油居家自驾车,dp2023,https://www.chineseinla.com/user/id_2497991.html,2025-03-10 14:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868865.html,-,丰田,Prius,"100,000 mi","$6,000 ",卖车,洛杉矶,2025-03-09 22:07:00,普锐斯,waner520,https://www.chineseinla.com/user/id_2509180.html,2025-03-11 13:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2821640.html,-,-,-,-,-,-,洛杉矶,2020-01-01 00:00:00,你只需租两年 送你2021年顶配 油电7座塞纳,Zhai John,https://www.chineseinla.com/user/id_282695.html,2025-03-15 12:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2867221.html,-,丰田,普锐斯 混动,"100,000 mi",-,租车,洛杉矶,2025-03-06 23:12:00,"普锐斯出租,600/月",Corinna2024,https://www.chineseinla.com/user/id_2592404.html,2025-03-10 10:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2860906.html,2013,马自达,马自达3,-,"$3,900 ",卖车,洛杉矶,2025-02-25 21:37:00,2013年马自达3仅售3900,A虽然徒步,https://www.chineseinla.com/user/id_2601730.html,2025-03-11 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2861327.html,-,-,-,-,-,-,洛杉矶,2025-02-26 15:48:00,#2012马自达11万迈 出售4500*,L欧韩国泰国,https://www.chineseinla.com/user/id_2601739.html,2025-03-10 22:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2530282.html,2018,Freightliner,-,"60,000~100,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,超低价急售卡车,125云云朵朵,https://www.chineseinla.com/user/id_2431416.html,2025-03-10 21:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868628.html,2016,丰田,Sienna,"100,000 mi","$14,500 ",买车,洛杉矶,2025-03-09 14:13:00,16年塞纳出售正常使用,758898lulu,https://www.chineseinla.com/user/id_2605785.html,2025-03-10 21:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2860908.html,2014,马自达,Cx-5,"100,000 mi","$6,500 ",卖车,洛杉矶,2025-02-25 21:44:00,2014年Cx-5仅售6500*,对于Gv吧,https://www.chineseinla.com/user/id_2601736.html,2025-03-11 08:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2867790.html,2018,尼桑,天籁,"160,000 mi","$5,900 ",卖车,洛杉矶,2025-03-07 23:36:00,2018年天籁$5900,Liuliuqiu,https://www.chineseinla.com/user/id_2462902.html,2025-03-10 18:45:00
